OrganizationIdentifier,OrganizationFormalName,ActivityMediaName,ActivityStartDate,MonitoringLocationIdentifier,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultCommentTest,ProviderName
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/20/2015,21NEB001_WQX-LNE2KIRKCV21,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/27/2015,21NEB001_WQX-LNE2KIRKCV21,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/3/2015,21NEB001_WQX-LNE2KIRKCV21,Microcystin,1.26,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/10/2015,21NEB001_WQX-LNE2KIRKCV21,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/17/2015,21NEB001_WQX-LNE2KIRKCV21,Microcystin,0.8,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/24/2015,21NEB001_WQX-LNE2KIRKCV21,Microcystin,1.19,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/31/2015,21NEB001_WQX-LNE2KIRKCV21,Microcystin,12.81,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/7/2015,21NEB001_WQX-LNE2KIRKCV21,Microcystin,0.44,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/14/2015,21NEB001_WQX-LNE2KIRKCV21,Microcystin,1.19,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/21/2015,21NEB001_WQX-LNE2KIRKCV21,Microcystin,3.13,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/28/2015,21NEB001_WQX-LNE2KIRKCV21,Microcystin,4.89,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/4/2015,21NEB001_WQX-LLP1LNORTH22,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/11/2015,21NEB001_WQX-LLP1LNORTH22,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/18/2015,21NEB001_WQX-LLP1LNORTH22,Microcystin,,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/25/2015,21NEB001_WQX-LLP1LNORTH22,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/1/2015,21NEB001_WQX-LLP1LNORTH22,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/8/2015,21NEB001_WQX-LLP1LNORTH22,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/15/2015,21NEB001_WQX-LLP1LNORTH22,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/22/2015,21NEB001_WQX-LLP1LNORTH22,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/29/2015,21NEB001_WQX-LLP1LNORTH22,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/6/2015,21NEB001_WQX-LLP1LNORTH22,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/13/2015,21NEB001_WQX-LLP1LNORTH22,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/20/2015,21NEB001_WQX-LLP1LNORTH22,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/27/2015,21NEB001_WQX-LLP1LNORTH22,Microcystin,0.6,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/3/2015,21NEB001_WQX-LLP1LNORTH22,Microcystin,1.65,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/10/2015,21NEB001_WQX-LLP1LNORTH22,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/17/2015,21NEB001_WQX-LLP1LNORTH22,Microcystin,0.68,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/24/2015,21NEB001_WQX-LLP1LNORTH22,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/31/2015,21NEB001_WQX-LLP1LNORTH22,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/7/2015,21NEB001_WQX-LLP1LNORTH22,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/14/2015,21NEB001_WQX-LLP1LNORTH22,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/21/2015,21NEB001_WQX-LLP1LNORTH22,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/28/2015,21NEB001_WQX-LLP1LNORTH22,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/4/2015,21NEB001_WQX-LLB1LONEST24,Microcystin,0.23,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/11/2015,21NEB001_WQX-LLB1LONEST24,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/18/2015,21NEB001_WQX-LLB1LONEST24,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/25/2015,21NEB001_WQX-LLB1LONEST24,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/1/2015,21NEB001_WQX-LLB1LONEST24,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/8/2015,21NEB001_WQX-LLB1LONEST24,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/15/2015,21NEB001_WQX-LLB1LONEST24,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/22/2015,21NEB001_WQX-LLB1LONEST24,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/29/2015,21NEB001_WQX-LLB1LONEST24,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/6/2015,21NEB001_WQX-LLB1LONEST24,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/13/2015,21NEB001_WQX-LLB1LONEST24,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/20/2015,21NEB001_WQX-LLB1LONEST24,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/27/2015,21NEB001_WQX-LLB1LONEST24,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/3/2015,21NEB001_WQX-LLB1LONEST24,Microcystin,0.39,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/10/2015,21NEB001_WQX-LLB1LONEST24,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/17/2015,21NEB001_WQX-LLB1LONEST24,Microcystin,0.42,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/24/2015,21NEB001_WQX-LLB1LONEST24,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/31/2015,21NEB001_WQX-LLB1LONEST24,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/7/2015,21NEB001_WQX-LLB1LONEST24,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/14/2015,21NEB001_WQX-LLB1LONEST24,Microcystin,0.22,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/21/2015,21NEB001_WQX-LLB1LONEST24,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/28/2015,21NEB001_WQX-LLB1LONEST24,Microcystin,0.33,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/4/2015,21NEB001_WQX-LLP1LOUIS225,Microcystin,0.32,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/11/2015,21NEB001_WQX-LLP1LOUIS225,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/18/2015,21NEB001_WQX-LLP1LOUIS225,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/25/2015,21NEB001_WQX-LLP1LOUIS225,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/1/2015,21NEB001_WQX-LLP1LOUIS225,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/8/2015,21NEB001_WQX-LLP1LOUIS225,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/15/2015,21NEB001_WQX-LLP1LOUIS225,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/22/2015,21NEB001_WQX-LLP1LOUIS225,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/29/2015,21NEB001_WQX-LLP1LOUIS225,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/6/2015,21NEB001_WQX-LLP1LOUIS225,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/13/2015,21NEB001_WQX-LLP1LOUIS225,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/20/2015,21NEB001_WQX-LLP1LOUIS225,Microcystin,0.2,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/27/2015,21NEB001_WQX-LLP1LOUIS225,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/3/2015,21NEB001_WQX-LLP1LOUIS225,Microcystin,0.21,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/10/2015,21NEB001_WQX-LLP1LOUIS225,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/17/2015,21NEB001_WQX-LLP1LOUIS225,Microcystin,0.31,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/24/2015,21NEB001_WQX-LLP1LOUIS225,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/31/2015,21NEB001_WQX-LLP1LOUIS225,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/7/2015,21NEB001_WQX-LLP1LOUIS225,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/14/2015,21NEB001_WQX-LLP1LOUIS225,Microcystin,0.56,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/21/2015,21NEB001_WQX-LLP1LOUIS225,Microcystin,0.69,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/28/2015,21NEB001_WQX-LLP1LOUIS225,Microcystin,0.42,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/4/2015,21NEB001_WQX-LSP1MALONY26,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/11/2015,21NEB001_WQX-LSP1MALONY26,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/18/2015,21NEB001_WQX-LSP1MALONY26,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/25/2015,21NEB001_WQX-LSP1MALONY26,Microcystin,,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/1/2015,21NEB001_WQX-LSP1MALONY26,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/8/2015,21NEB001_WQX-LSP1MALONY26,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/15/2015,21NEB001_WQX-LSP1MALONY26,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/22/2015,21NEB001_WQX-LSP1MALONY26,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/29/2015,21NEB001_WQX-LSP1MALONY26,Microcystin,8.47,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/6/2015,21NEB001_WQX-LSP1MALONY26,Microcystin,3.92,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/13/2015,21NEB001_WQX-LSP1MALONY26,Microcystin,2.05,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/20/2015,21NEB001_WQX-LSP1MALONY26,Microcystin,0.41,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/27/2015,21NEB001_WQX-LSP1MALONY26,Microcystin,0.18,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/3/2015,21NEB001_WQX-LSP1MALONY26,Microcystin,0.98,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/10/2015,21NEB001_WQX-LSP1MALONY26,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/17/2015,21NEB001_WQX-LSP1MALONY26,Microcystin,0.52,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/24/2015,21NEB001_WQX-LSP1MALONY26,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/31/2015,21NEB001_WQX-LSP1MALONY26,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/7/2015,21NEB001_WQX-LSP1MALONY26,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/14/2015,21NEB001_WQX-LSP1MALONY26,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/21/2015,21NEB001_WQX-LSP1MALONY26,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/28/2015,21NEB001_WQX-LSP1MALONY26,Microcystin,0.37,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/4/2015,21NEB001_WQX-LEL1MPLECK49,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/11/2015,21NEB001_WQX-LEL1MPLECK49,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/18/2015,21NEB001_WQX-LEL1MPLECK49,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/25/2015,21NEB001_WQX-LEL1MPLECK49,Microcystin,0.76,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/1/2015,21NEB001_WQX-LEL1MPLECK49,Microcystin,0.5,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/8/2015,21NEB001_WQX-LEL1MPLECK49,Microcystin,1.83,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/15/2015,21NEB001_WQX-LEL1MPLECK49,Microcystin,2.64,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/22/2015,21NEB001_WQX-LEL1MPLECK49,Microcystin,1.33,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/29/2015,21NEB001_WQX-LEL1MPLECK49,Microcystin,3.22,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/6/2015,21NEB001_WQX-LEL1MPLECK49,Microcystin,3.83,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/13/2015,21NEB001_WQX-LEL1MPLECK49,Microcystin,0.65,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/20/2015,21NEB001_WQX-LEL1MPLECK49,Microcystin,0.37,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/27/2015,21NEB001_WQX-LEL1MPLECK49,Microcystin,0.34,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/3/2015,21NEB001_WQX-LEL1MPLECK49,Microcystin,0.96,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/10/2015,21NEB001_WQX-LEL1MPLECK49,Microcystin,0.36,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/17/2015,21NEB001_WQX-LEL1MPLECK49,Microcystin,1.68,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/24/2015,21NEB001_WQX-LEL1MPLECK49,Microcystin,1.15,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/31/2015,21NEB001_WQX-LEL1MPLECK49,Microcystin,2.69,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/7/2015,21NEB001_WQX-LEL1MPLECK49,Microcystin,3.95,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/14/2015,21NEB001_WQX-LEL1MPLECK49,Microcystin,3.63,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/21/2015,21NEB001_WQX-LEL1MPLECK49,Microcystin,2.56,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/28/2015,21NEB001_WQX-LEL1MPLECK49,Microcystin,6.69,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/4/2015,21NEB001_WQX-LNP2MCCNHY28,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/11/2015,21NEB001_WQX-LNP2MCCNHY28,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/18/2015,21NEB001_WQX-LNP2MCCNHY28,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/25/2015,21NEB001_WQX-LNP2MCCNHY28,Microcystin,,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/1/2015,21NEB001_WQX-LNP2MCCNHY28,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/8/2015,21NEB001_WQX-LNP2MCCNHY28,Microcystin,,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/15/2015,21NEB001_WQX-LNP2MCCNHY28,Microcystin,0.45,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/22/2015,21NEB001_WQX-LNP2MCCNHY28,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/29/2015,21NEB001_WQX-LNP2MCCNHY28,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/6/2015,21NEB001_WQX-LNP2MCCNHY28,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/13/2015,21NEB001_WQX-LNP2MCCNHY28,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/20/2015,21NEB001_WQX-LNP2MCCNHY28,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/27/2015,21NEB001_WQX-LNP2MCCNHY28,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/3/2015,21NEB001_WQX-LNP2MCCNHY28,Microcystin,0.45,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/10/2015,21NEB001_WQX-LNP2MCCNHY28,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/17/2015,21NEB001_WQX-LNP2MCCNHY28,Microcystin,0.29,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/24/2015,21NEB001_WQX-LNP2MCCNHY28,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/31/2015,21NEB001_WQX-LNP2MCCNHY28,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/7/2015,21NEB001_WQX-LNP2MCCNHY28,Microcystin,0.16,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/14/2015,21NEB001_WQX-LNP2MCCNHY28,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/21/2015,21NEB001_WQX-LNP2MCCNHY28,Microcystin,0.56,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/28/2015,21NEB001_WQX-LNP2MCCNHY28,Microcystin,0.33,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/4/2015,21NEB001_WQX-LRE3HSTRNK29,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/11/2015,21NEB001_WQX-LRE3HSTRNK29,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/18/2015,21NEB001_WQX-LRE3HSTRNK29,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/25/2015,21NEB001_WQX-LRE3HSTRNK29,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/1/2015,21NEB001_WQX-LRE3HSTRNK29,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/8/2015,21NEB001_WQX-LRE3HSTRNK29,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/15/2015,21NEB001_WQX-LRE3HSTRNK29,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/22/2015,21NEB001_WQX-LRE3HSTRNK29,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/29/2015,21NEB001_WQX-LRE3HSTRNK29,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/6/2015,21NEB001_WQX-LRE3HSTRNK29,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/13/2015,21NEB001_WQX-LRE3HSTRNK29,Microcystin,0.3,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/20/2015,21NEB001_WQX-LRE3HSTRNK29,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/27/2015,21NEB001_WQX-LRE3HSTRNK29,Microcystin,0.21,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/3/2015,21NEB001_WQX-LRE3HSTRNK29,Microcystin,0.52,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/10/2015,21NEB001_WQX-LRE3HSTRNK29,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/17/2015,21NEB001_WQX-LRE3HSTRNK29,Microcystin,0.45,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/24/2015,21NEB001_WQX-LRE3HSTRNK29,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/31/2015,21NEB001_WQX-LRE3HSTRNK29,Microcystin,0.2,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/7/2015,21NEB001_WQX-LRE3HSTRNK29,Microcystin,0,ug/l,,DEQ.NE.GOV
